qGS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
NELSON_RESPONSE_TO_ANDROGEN_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/NELSON_RESPONSE_TO_ANDROGEN_DN	0.31273	0.78387	0.81	0.96886	1	0.111	0.0349	0.107	0.96581	0.414
AMUNDSON_GAMMA_RADIATION_RESISTANCE	17	http://www.broadinstitute.org/gsea/msigdb/cards/AMUNDSON_GAMMA_RADIATION_RESISTANCE	0.26096	0.78278	0.7662	0.96966	1	0.353	0.197	0.284	0.96665	0.417
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.24674	0.78251	0.7396	0.96891	1	0.0667	0.00954	0.0661	0.9668	0.416
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	41	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	0.30259	0.78233	0.685	0.96802	1	0.488	0.278	0.353	0.96562	0.411
BARIS_THYROID_CANCER_UP	23	http://www.broadinstitute.org/gsea/msigdb/cards/BARIS_THYROID_CANCER_UP	0.27702	0.78209	0.7164	0.96724	1	0.261	0.188	0.212	0.96466	0.408
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	63	http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	0.30993	0.78126	0.7195	0.96757	1	0.413	0.213	0.326	0.96538	0.411
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP	64	http://www.broadinstitute.org/gsea/msigdb/cards/SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP	0.24539	0.78107	0.7651	0.96669	1	0.266	0.178	0.219	0.96455	0.409
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN	98	http://www.broadinstitute.org/gsea/msigdb/cards/HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN	0.26266	0.77996	0.7641	0.96745	1	0.245	0.147	0.21	0.96582	0.407
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.2708	0.77967	0.7921	0.96677	1	0.2	0.17	0.166	0.96509	0.407
KEGG_FOCAL_ADHESION	197	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_FOCAL_ADHESION	0.19645	0.77908	0.7666	0.96664	1	0.234	0.192	0.19	0.96528	0.404
KEGG_PEROXISOME	76	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PEROXISOME	0.19603	0.77905	0.7691	0.96548	1	0.342	0.266	0.252	0.96407	0.402
REACTOME_CELL_JUNCTION_ORGANIZATION	75	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CELL_JUNCTION_ORGANIZATION	0.20156	0.77854	0.8	0.96519	1	0.2	0.136	0.173	0.96445	0.4
DALESSIO_TSA_RESPONSE	21	http://www.broadinstitute.org/gsea/msigdb/cards/DALESSIO_TSA_RESPONSE	0.29777	0.77827	0.7607	0.96451	1	0.19	0.069	0.177	0.96427	0.399
BIOCARTA_IGF1R_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_IGF1R_PATHWAY	0.2687	0.77801	0.7684	0.96376	1	0.217	0.157	0.183	0.96347	0.395
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	0.2693	0.77636	0.7462	0.96551	1	0.263	0.19	0.213	0.96473	0.403
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	32	http://www.broadinstitute.org/gsea/msigdb/cards/BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	0.27257	0.77594	0.7588	0.96507	1	0.188	0.077	0.173	0.96456	0.4
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	76	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.19675	0.77565	0.8493	0.96439	1	0.171	0.145	0.147	0.96362	0.396
VERHAAK_GLIOBLASTOMA_NEURAL	125	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_GLIOBLASTOMA_NEURAL	0.19899	0.77504	0.8515	0.96426	1	0.152	0.134	0.132	0.96382	0.396
UEDA_CENTRAL_CLOCK	87	http://www.broadinstitute.org/gsea/msigdb/cards/UEDA_CENTRAL_CLOCK	0.20604	0.77495	0.7876	0.96323	1	0.184	0.157	0.156	0.96269	0.395
BIOCARTA_TOLL_PATHWAY	37	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TOLL_PATHWAY	0.22005	0.77452	0.7868	0.9628	1	0.135	0.117	0.119	0.96182	0.395
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	33	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.20567	0.77416	0.7455	0.96228	1	0.212	0.163	0.178	0.96145	0.395
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	88	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.18067	0.77398	0.7964	0.96141	1	0.0568	0.0556	0.0538	0.96061	0.393
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	482	http://www.broadinstitute.org/gsea/msigdb/cards/STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	0.18833	0.77343	0.7898	0.96118	1	0.203	0.18	0.17	0.95969	0.392
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	73	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.20701	0.77304	0.853	0.96074	1	0.164	0.14	0.142	0.95892	0.391
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	59	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.22074	0.77231	0.7547	0.96079	1	0.288	0.198	0.232	0.95944	0.392
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_UP	26	http://www.broadinstitute.org/gsea/msigdb/cards/GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_UP	0.28886	0.77066	0.7635	0.96265	1	0.308	0.136	0.266	0.96156	0.396
CAIRO_HEPATOBLASTOMA_UP	204	http://www.broadinstitute.org/gsea/msigdb/cards/CAIRO_HEPATOBLASTOMA_UP	0.2427	0.76914	0.8029	0.96417	1	0.225	0.164	0.19	0.96277	0.403
PID_ERBB4_PATHWAY	38	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ERBB4_PATHWAY	0.23336	0.768	0.8737	0.96496	1	0.263	0.189	0.214	0.96456	0.404
IGARASHI_ATF4_TARGETS_DN	88	http://www.broadinstitute.org/gsea/msigdb/cards/IGARASHI_ATF4_TARGETS_DN	0.23519	0.76775	0.8112	0.9642	1	0.102	0.0549	0.097	0.96418	0.402
MODY_HIPPOCAMPUS_NEONATAL	35	http://www.broadinstitute.org/gsea/msigdb/cards/MODY_HIPPOCAMPUS_NEONATAL	0.25399	0.76752	0.7805	0.96343	1	0.2	0.142	0.172	0.96325	0.397
DAZARD_RESPONSE_TO_UV_NHEK_DN	305	http://www.broadinstitute.org/gsea/msigdb/cards/DAZARD_RESPONSE_TO_UV_NHEK_DN	0.26935	0.76745	0.7286	0.96236	1	0.246	0.153	0.211	0.96225	0.396
BIOCARTA_TALL1_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TALL1_PATHWAY	0.28755	0.76715	0.7365	0.9617	1	0.133	0.0612	0.125	0.96176	0.393
ASTIER_INTEGRIN_SIGNALING	55	http://www.broadinstitute.org/gsea/msigdb/cards/ASTIER_INTEGRIN_SIGNALING	0.1679	0.76684	0.8171	0.96107	1	0.109	0.107	0.0976	0.96084	0.392
PID_MET_PATHWAY	79	http://www.broadinstitute.org/gsea/msigdb/cards/PID_MET_PATHWAY	0.2021	0.76633	0.8107	0.96086	1	0.114	0.089	0.104	0.96048	0.392
HONMA_DOCETAXEL_RESISTANCE	33	http://www.broadinstitute.org/gsea/msigdb/cards/HONMA_DOCETAXEL_RESISTANCE	0.22219	0.7662	0.7654	0.95989	1	0.0909	0.0587	0.0857	0.95948	0.39
REACTOME_DEADENYLATION_OF_MRNA	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DEADENYLATION_OF_MRNA	0.29777	0.76482	0.7776	0.96118	1	0.444	0.226	0.344	0.96039	0.391
LUI_TARGETS_OF_PAX8_PPARG_FUSION	33	http://www.broadinstitute.org/gsea/msigdb/cards/LUI_TARGETS_OF_PAX8_PPARG_FUSION	0.24656	0.76431	0.7573	0.96089	1	0.212	0.136	0.183	0.95986	0.39
SCHRAETS_MLL_TARGETS_UP	35	http://www.broadinstitute.org/gsea/msigdb/cards/SCHRAETS_MLL_TARGETS_UP	0.24844	0.76295	0.8248	0.962	1	0.143	0.0919	0.13	0.96157	0.393
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN	36	http://www.broadinstitute.org/gsea/msigdb/cards/VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN	0.27251	0.76274	0.778	0.96118	1	0.333	0.184	0.273	0.96062	0.391
OUILLETTE_CLL_13Q14_DELETION_UP	70	http://www.broadinstitute.org/gsea/msigdb/cards/OUILLETTE_CLL_13Q14_DELETION_UP	0.26301	0.76246	0.8012	0.96052	1	0.3	0.169	0.25	0.95961	0.39
WINTER_HYPOXIA_DN	50	http://www.broadinstitute.org/gsea/msigdb/cards/WINTER_HYPOXIA_DN	0.28269	0.76239	0.7261	0.95946	1	0.18	0.0731	0.167	0.95845	0.388
SEKI_INFLAMMATORY_RESPONSE_LPS_DN	22	http://www.broadinstitute.org/gsea/msigdb/cards/SEKI_INFLAMMATORY_RESPONSE_LPS_DN	0.27094	0.76226	0.7546	0.95853	1	0.136	0.0753	0.126	0.95769	0.387
BOYLAN_MULTIPLE_MYELOMA_C_DN	55	http://www.broadinstitute.org/gsea/msigdb/cards/BOYLAN_MULTIPLE_MYELOMA_C_DN	0.23403	0.76224	0.8361	0.95739	1	0.255	0.155	0.215	0.95686	0.384
CHANGOLKAR_H2AFY_TARGETS_UP	46	http://www.broadinstitute.org/gsea/msigdb/cards/CHANGOLKAR_H2AFY_TARGETS_UP	0.18452	0.76128	0.8438	0.95786	1	0.174	0.13	0.152	0.95795	0.384
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN	0.14785	0.76116	0.9231	0.95692	1	0.154	0.156	0.131	0.9569	0.382
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	53	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.1969	0.76103	0.8548	0.95601	1	0.132	0.131	0.115	0.9565	0.378
REACTOME_PEROXISOMAL_LIPID_METABOLISM	20	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.28176	0.76033	0.751	0.95606	1	0.35	0.252	0.262	0.95596	0.379
BROWNE_HCMV_INFECTION_16HR_UP	218	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_16HR_UP	0.23579	0.75974	0.8048	0.95591	1	0.33	0.223	0.259	0.95617	0.375
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	20	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	0.28966	0.75968	0.7684	0.95488	1	0.1	0.0374	0.0963	0.95502	0.373
YANG_MUC2_TARGETS_DUODENUM_3MO_DN	22	http://www.broadinstitute.org/gsea/msigdb/cards/YANG_MUC2_TARGETS_DUODENUM_3MO_DN	0.2901	0.75905	0.753	0.95483	1	0.227	0.132	0.197	0.95595	0.373
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	63	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.24253	0.75876	0.7804	0.95415	1	0.175	0.114	0.155	0.95565	0.372
JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER	37	http://www.broadinstitute.org/gsea/msigdb/cards/JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER	0.25801	0.75855	0.798	0.95337	1	0.378	0.229	0.292	0.95483	0.371
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	15	http://www.broadinstitute.org/gsea/msigdb/cards/AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	0.26074	0.75802	0.7455	0.95316	1	0.2	0.103	0.18	0.95514	0.372
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	32	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.23832	0.75767	0.7451	0.95261	1	0.156	0.137	0.135	0.95466	0.37
ROESSLER_LIVER_CANCER_METASTASIS_DN	47	http://www.broadinstitute.org/gsea/msigdb/cards/ROESSLER_LIVER_CANCER_METASTASIS_DN	0.22143	0.75688	0.8171	0.95276	1	0.383	0.233	0.294	0.95424	0.37
TING_SILENCED_BY_DICER	29	http://www.broadinstitute.org/gsea/msigdb/cards/TING_SILENCED_BY_DICER	0.26628	0.75682	0.786	0.95173	1	0.138	0.069	0.129	0.95311	0.366
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP	225	http://www.broadinstitute.org/gsea/msigdb/cards/RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP	0.22185	0.75675	0.759	0.95072	1	0.284	0.196	0.231	0.95254	0.36
IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR	141	http://www.broadinstitute.org/gsea/msigdb/cards/IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR	0.20897	0.75605	0.8227	0.95069	1	0.199	0.169	0.166	0.95237	0.36
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/OUYANG_PROSTATE_CANCER_PROGRESSION_DN	0.2516	0.75569	0.7415	0.9502	1	0.158	0.13	0.137	0.95147	0.356
PID_RAS_PATHWAY	30	http://www.broadinstitute.org/gsea/msigdb/cards/PID_RAS_PATHWAY	0.21513	0.75511	0.7602	0.95005	1	0.2	0.14	0.172	0.95165	0.356
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	0.3264	0.75426	0.7403	0.95034	1	0.222	0.108	0.198	0.95283	0.358
KEGG_ENDOMETRIAL_CANCER	52	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ENDOMETRIAL_CANCER	0.21594	0.75292	0.8223	0.95144	1	0.269	0.242	0.205	0.95321	0.358
MULLIGHAN_NPM1_SIGNATURE_3_UP	319	http://www.broadinstitute.org/gsea/msigdb/cards/MULLIGHAN_NPM1_SIGNATURE_3_UP	0.1914	0.75269	0.9447	0.95069	1	0.157	0.134	0.137	0.95291	0.357
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP	0.25082	0.7516	0.705	0.95138	1	0.158	0.121	0.139	0.95361	0.36
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP	60	http://www.broadinstitute.org/gsea/msigdb/cards/HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP	0.26381	0.75155	0.8259	0.95033	1	0.183	0.0984	0.166	0.95248	0.353
HUI_MAPK14_TARGETS_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/HUI_MAPK14_TARGETS_UP	0.24266	0.75111	0.8189	0.94994	1	0.2	0.128	0.175	0.95192	0.351
HASLINGER_B_CLL_WITH_MUTATED_VH_GENES	18	http://www.broadinstitute.org/gsea/msigdb/cards/HASLINGER_B_CLL_WITH_MUTATED_VH_GENES	0.29465	0.75084	0.8199	0.94927	1	0.389	0.188	0.316	0.95095	0.347
CHIN_BREAST_CANCER_COPY_NUMBER_UP	25	http://www.broadinstitute.org/gsea/msigdb/cards/CHIN_BREAST_CANCER_COPY_NUMBER_UP	0.29389	0.75029	0.7665	0.94906	1	0.2	0.0788	0.184	0.95061	0.348
KAAB_HEART_ATRIUM_VS_VENTRICLE_DN	255	http://www.broadinstitute.org/gsea/msigdb/cards/KAAB_HEART_ATRIUM_VS_VENTRICLE_DN	0.18621	0.74933	0.9404	0.94945	1	0.22	0.188	0.18	0.95214	0.348
VANOEVELEN_MYOGENESIS_SIN3A_TARGETS	210	http://www.broadinstitute.org/gsea/msigdb/cards/VANOEVELEN_MYOGENESIS_SIN3A_TARGETS	0.18926	0.74898	0.8368	0.94893	1	0.233	0.176	0.194	0.95103	0.348
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE	218	http://www.broadinstitute.org/gsea/msigdb/cards/PHONG_TNF_RESPONSE_VIA_P38_COMPLETE	0.21883	0.74673	0.8312	0.95146	1	0.119	0.0843	0.11	0.95412	0.357
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	471	http://www.broadinstitute.org/gsea/msigdb/cards/DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	0.27799	0.7446	0.7495	0.95377	1	0.261	0.153	0.225	0.95633	0.368
CHEN_HOXA5_TARGETS_9HR_UP	212	http://www.broadinstitute.org/gsea/msigdb/cards/CHEN_HOXA5_TARGETS_9HR_UP	0.24602	0.74384	0.7984	0.95386	1	0.292	0.193	0.238	0.95629	0.367
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.28408	0.74368	0.7266	0.95298	1	0.111	0.0657	0.104	0.95542	0.361
REACTOME_CELL_CELL_COMMUNICATION	116	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CELL_CELL_COMMUNICATION	0.176	0.74366	0.8936	0.9519	1	0.164	0.136	0.142	0.95437	0.357
GU_PDEF_TARGETS_UP	71	http://www.broadinstitute.org/gsea/msigdb/cards/GU_PDEF_TARGETS_UP	0.26094	0.74316	0.7326	0.9516	1	0.225	0.148	0.192	0.95415	0.356
ROLEF_GLIS3_TARGETS	37	http://www.broadinstitute.org/gsea/msigdb/cards/ROLEF_GLIS3_TARGETS	0.21847	0.74294	0.8152	0.95083	1	0.0811	0.0583	0.0765	0.95336	0.352
CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	17	http://www.broadinstitute.org/gsea/msigdb/cards/CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	0.24368	0.74204	0.8273	0.95111	1	0.235	0.152	0.2	0.95335	0.353
ST_G_ALPHA_S_PATHWAY	16	http://www.broadinstitute.org/gsea/msigdb/cards/ST_G_ALPHA_S_PATHWAY	0.2828	0.74185	0.8268	0.9503	1	0.312	0.113	0.277	0.95234	0.351
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	132	http://www.broadinstitute.org/gsea/msigdb/cards/WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	0.19317	0.74129	0.845	0.95007	1	0.136	0.124	0.12	0.95221	0.352
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.27074	0.74111	0.7725	0.94929	1	0.312	0.233	0.24	0.95182	0.347
SA_TRKA_RECEPTOR	17	http://www.broadinstitute.org/gsea/msigdb/cards/SA_TRKA_RECEPTOR	0.23032	0.73701	0.813	0.95458	1	0.0588	0.0215	0.0576	0.95809	0.362
BROWNE_HCMV_INFECTION_18HR_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_18HR_DN	0.17456	0.73691	0.8109	0.95366	1	0.163	0.161	0.137	0.95716	0.359
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN	30	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN	0.28194	0.73688	0.8074	0.95262	1	0.3	0.155	0.254	0.95606	0.356
PID_NETRIN_PATHWAY	32	http://www.broadinstitute.org/gsea/msigdb/cards/PID_NETRIN_PATHWAY	0.22765	0.7363	0.8691	0.95248	1	0.188	0.152	0.159	0.95578	0.355
SPIRA_SMOKERS_LUNG_CANCER_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/SPIRA_SMOKERS_LUNG_CANCER_DN	0.30257	0.734	0.8157	0.95493	1	0.4	0.178	0.329	0.95896	0.359
PID_HDAC_CLASSI_PATHWAY	64	http://www.broadinstitute.org/gsea/msigdb/cards/PID_HDAC_CLASSI_PATHWAY	0.19086	0.73313	0.768	0.95517	1	0.188	0.179	0.154	0.95915	0.359
BIOCARTA_RAS_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_RAS_PATHWAY	0.23999	0.73267	0.8084	0.95482	1	0.0435	0.00545	0.0433	0.95917	0.356
AMIT_EGF_RESPONSE_240_HELA	60	http://www.broadinstitute.org/gsea/msigdb/cards/AMIT_EGF_RESPONSE_240_HELA	0.22117	0.73212	0.8244	0.95452	1	0.167	0.123	0.146	0.95915	0.357
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.29114	0.73176	0.7378	0.95397	1	0.125	0.0657	0.117	0.95869	0.355
MCCLUNG_DELTA_FOSB_TARGETS_8WK	46	http://www.broadinstitute.org/gsea/msigdb/cards/MCCLUNG_DELTA_FOSB_TARGETS_8WK	0.18143	0.72937	0.8527	0.95644	1	0.109	0.0924	0.0988	0.96083	0.36
ZEMBUTSU_SENSITIVITY_TO_METHOTREXATE	17	http://www.broadinstitute.org/gsea/msigdb/cards/ZEMBUTSU_SENSITIVITY_TO_METHOTREXATE	0.25904	0.72793	0.8653	0.95752	1	0.118	0.0564	0.111	0.96196	0.364
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.31319	0.72654	0.772	0.9586	1	0.353	0.187	0.287	0.96357	0.363
REACTOME_NCAM1_INTERACTIONS	39	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NCAM1_INTERACTIONS	0.25277	0.72639	0.7034	0.95777	1	0.103	0.0503	0.0976	0.96247	0.36
LOPES_METHYLATED_IN_COLON_CANCER_DN	28	http://www.broadinstitute.org/gsea/msigdb/cards/LOPES_METHYLATED_IN_COLON_CANCER_DN	0.1908	0.72448	0.8473	0.95955	1	0.214	0.166	0.179	0.96465	0.367
PILON_KLF1_TARGETS_UP	481	http://www.broadinstitute.org/gsea/msigdb/cards/PILON_KLF1_TARGETS_UP	0.17979	0.7226	0.9606	0.96121	1	0.235	0.195	0.193	0.96517	0.372
GROSS_HYPOXIA_VIA_HIF1A_UP	74	http://www.broadinstitute.org/gsea/msigdb/cards/GROSS_HYPOXIA_VIA_HIF1A_UP	0.21141	0.72201	0.8378	0.96097	1	0.23	0.175	0.19	0.96501	0.37
BALDWIN_PRKCI_TARGETS_UP	34	http://www.broadinstitute.org/gsea/msigdb/cards/BALDWIN_PRKCI_TARGETS_UP	0.26076	0.72081	0.8174	0.96161	1	0.382	0.205	0.305	0.9655	0.372
ST_ERK1_ERK2_MAPK_PATHWAY	31	http://www.broadinstitute.org/gsea/msigdb/cards/ST_ERK1_ERK2_MAPK_PATHWAY	0.20781	0.72012	0.8253	0.96151	1	0.194	0.19	0.157	0.96639	0.373
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	20	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	0.27801	0.71692	0.8373	0.96506	1	0.1	0.0325	0.0968	0.9693	0.383
YANG_BREAST_CANCER_ESR1_BULK_UP	25	http://www.broadinstitute.org/gsea/msigdb/cards/YANG_BREAST_CANCER_ESR1_BULK_UP	0.23407	0.71644	0.7552	0.9646	1	0.2	0.154	0.169	0.96977	0.381
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	230	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.18734	0.71493	0.8429	0.96561	1	0.122	0.121	0.108	0.97031	0.384
PID_TELOMERASE_PATHWAY	68	http://www.broadinstitute.org/gsea/msigdb/cards/PID_TELOMERASE_PATHWAY	0.20691	0.71476	0.8537	0.96477	1	0.25	0.191	0.203	0.96953	0.379
LASTOWSKA_COAMPLIFIED_WITH_MYCN	42	http://www.broadinstitute.org/gsea/msigdb/cards/LASTOWSKA_COAMPLIFIED_WITH_MYCN	0.20022	0.71448	0.8448	0.96411	1	0.238	0.18	0.196	0.969	0.377
MAYBURD_RESPONSE_TO_L663536_DN	54	http://www.broadinstitute.org/gsea/msigdb/cards/MAYBURD_RESPONSE_TO_L663536_DN	0.27138	0.71366	0.8574	0.96418	1	0.259	0.149	0.221	0.9695	0.381
PID_PI3KCI_AKT_PATHWAY	35	http://www.broadinstitute.org/gsea/msigdb/cards/PID_PI3KCI_AKT_PATHWAY	0.21982	0.71156	0.885	0.96604	1	0.143	0.12	0.126	0.97195	0.383
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP	34	http://www.broadinstitute.org/gsea/msigdb/cards/GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP	0.23184	0.70964	0.858	0.96763	1	0.147	0.0868	0.134	0.97298	0.388
PID_THROMBIN_PAR4_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/PID_THROMBIN_PAR4_PATHWAY	0.24247	0.70958	0.8065	0.96661	1	0.0667	0.0223	0.0652	0.97195	0.383
